author_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,in_reply_to_user_id,created_at,id,text
1397381050960130053,0,0,1,0,1447653501299986436,1435331609025290245,2021-10-15T00:36:47.000Z,1448810048231256065,@TinyBonesClub @avalancheavax @GetKalao @avalabsofficial LETS GET THESE SOLD!! TINY BONES YALL CHEAP CHEAP
1018183589329100800,0,0,0,0,1448809455332724745,1276109044126752773,2021-10-15T00:34:26.000Z,1448809455332724745,"@AlgoSeanLee @wsford 

 @Algorand 🤝@avalancheavax colab would be so nice. 

Imagine the synergy 

@silviomicali @el33th4xor"
1347690074880659457,5,3,20,1,1448793745432846336,1347690074880659457,2021-10-15T00:33:30.000Z,1448809222653702147,"Why bridge to your $Time to FTM? There might be a little surprise from @Spirit_Swap soon...

(Hint: use $MIM to buy $wMemo and receive the same rewards as $Time stakers on @avalancheavax. Or farm $Mim / $wMemo and receive $Spirit as well!)"
1018183589329100800,1,1,1,0,1448808353140903941,574032254,2021-10-15T00:30:03.000Z,1448808353140903941,"@coinbase should just use  @avalancheavax  to implement there NFT program from scratch, just like USShould just make USDC for the countries CBDC @circlepay @brian_armstrong 

@el33th4xor @kevinsekniqi @AvaxBridgeApes"
1443759338053464090,0,0,0,0,1448773839668891648,1055894724245155841,2021-10-15T00:28:45.000Z,1448808026383650820,"@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: babyminifootball"
1443759338053464090,0,0,0,0,1448773839668891648,1333023873869156352,2021-10-15T00:28:36.000Z,1448807987846414339,"@stake2earn @avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: babyminifootball"
1432719038329786378,0,0,3,0,1448801424968663045,956929025645035522,2021-10-15T00:28:21.000Z,1448807925003161621,@RunOnFlux @0xPolygon @avalancheavax @Cardano @cosmos ♫ to the left ♫ to the right ♫ move your flux all over the place @ethereum @kadena_io @BinanceChain @0xPolygon
1305459863623995393,0,0,5,0,1448801424968663045,956929025645035522,2021-10-15T00:25:40.000Z,1448807248516501507,@RunOnFlux @0xPolygon @avalancheavax @Cardano @cosmos YES FLUX! TO INFINITY AND BEYOND!
1356424409242828801,0,0,0,0,1448514645606551560,1392040970431074309,2021-10-15T00:23:12.000Z,1448806630913683466,@avaxholic @BenqiFinance @AaveAave @avalancheavax @traderjoe_xyz @ethereum @chainlink @Tether_to @BenqiFinance go off!!! we're here for it 🥰
1160322119483318272,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-15T00:23:08.000Z,1448806613536546818,@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax So excited to see the result of @FinanceFirebird as they offer us their integrations with @CurveFinance on @avalancheavax. Lets keep an eye on this.
265754458,0,0,5,0,1448801424968663045,956929025645035522,2021-10-15T00:21:57.000Z,1448806313270530049,@RunOnFlux @0xPolygon @avalancheavax @Cardano @cosmos Wow exciting news! Congrats on these major events and milestones! #Flux
1067060410103316480,2,0,2,0,1447542685900939270,963815487481303040,2021-10-15T00:21:06.000Z,1448806100183171075,"@CryptoDiffer @binance @cz_binance @CelerNetwork @GoGalaGames @Shibtoken @beta_finance @0xPolygon @avalancheavax @harmonyprotocol @SmallLovePotion 🔥💎💎#HyperBoost💎💎🔥

🔥Doxxed Dev 🙋♂️
📣Holder rewards 
💯Legit usecase💯
- 🔐Staking Vault 
- 💰NFT Marketplace 
- 🧑🤝🧑 P2E Partnerships &amp; E sports Support

👀💰 HyperBurn - Deflationary Token💰👀

TG:@HyperBoostBSC

whitelist competition:"
1443759338053464090,0,0,0,0,1448784234764718080,1441400509798121478,2021-10-15T00:19:05.000Z,1448805594039685130,"@AvaxRarity @avalancheavax @luigidemeo @AvaxApesNFT ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1443759338053464090,0,0,0,0,1448784624918966277,724376111010992131,2021-10-15T00:18:55.000Z,1448805551169630210,"@RankBrain_Pro @CanaryDex @avalancheavax @relay_chain ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1443759338053464090,0,0,0,0,1448788762939510785,1407821339977781257,2021-10-15T00:13:54.000Z,1448804289812434945,"@Berfo92482110 @AaveAave @CurveFinance @avalancheavax @avalabsofficial ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1390954145071308802,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-15T00:12:20.000Z,1448803893584949248,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax Through the collaboration of @FinanceFirebird, @CurveFinance they will having a liquidity event! best luck and congratulations guys!"
1434140274641367040,0,0,0,0,1448634685320482826,1420528252494532609,2021-10-15T00:10:51.000Z,1448803521986400259,@Colonylab @AvStarCapital @AvalaunchApp @avalancheavax This project will going to be huge.. Glad to be part of it.
1396345859126685699,0,0,0,0,1448657768076824576,399412477,2021-10-15T00:05:05.000Z,1448802069360513026,@el33th4xor @avalancheavax @Jasonmpeterson Mike striking
956929025645035522,69,15,150,31,1448801424968663045,,2021-10-15T00:02:31.000Z,1448801424968663045,"We are pleased to announce the next snapshot asset- @0xPolygon! We are also announcing under review @avalancheavax, @Cardano and @cosmos. More information to come, but excited to have this roadmap! Let’s Go!!!!!! $Flux #Flux https://t.co/bEp85HmAgX"
1324572060790661121,0,0,2,0,1448801116817444864,,2021-10-15T00:01:18.000Z,1448801116817444864,"📢🆕 Week 3 Knowledge Market Topic on #Avalanche is LIVE. Contribute-To-Earn now!

💰 60,000 $KNX per topic
🗓 Ends on 10/21/2021
❓ 1 topic: @avalancheavax @CeloOrg 
🔗 https://t.co/yQo743NIIW https://t.co/XlWNyRA5et"
1405114060597731330,0,0,0,0,1446522592685293572,1392040970431074309,2021-10-14T23:59:05.000Z,1448800560631537665,"@avaxholic @plateau_finance @avalancheavax I believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best..

@cusmin1945
@CusminGTG
@Mitsuki89839468

#Avalanche #Airdrop #AVAX $AVAX $PLT"
1148835859459989504,0,0,1,0,1447942330225463302,1392618894737694724,2021-10-14T23:57:03.000Z,1448800049085911041,@HentaiMatter @avalancheavax @terra_money @FantomFDN I would say what happens with tokenomics is a separate issue than an actual teams development path. Logical isn’t it? Imagine being upset that a great project let the people gain significantly more ownership for a brief period. …. That being said wish i had more !
1150043574010097665,0,0,0,0,1427241118735945735,1357247345860173824,2021-10-14T23:54:34.000Z,1448799423727906823,@Renzo22040406 @AllEyez_onADA @avalancheavax Not a fan of KDA?
1443759338053464090,0,0,0,0,1445760426864611332,1430277402450698241,2021-10-14T23:54:02.000Z,1448799288968974345,"@Cryptowome @avalancheavax @avaxtr @AvalancheHub ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1269041453927239681,5,1,18,0,1448799173566885890,,2021-10-14T23:53:35.000Z,1448799173566885890,"Did you know #MeterPassport connected the @MoonriverNW parachain &amp; @kusumanetwork to @Ethereum, @binancechain, @Avalancheavax and @Meter_IO? https://t.co/27RlDAnDo5"
1411621199449247744,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T23:52:20.000Z,1448798860952760325,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax It's fascinating to learn  things went smoothly, especially because the @FinanceFirebird has made such progress by merging with @CurveFinance."
1443759338053464090,0,0,0,0,1447552716230705154,1431793008526041088,2021-10-14T23:51:33.000Z,1448798662566375440,"@Avax_Wildlife @avalancheavax @traderjoe_xyz ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1074628794,0,0,17,0,1448762267223445506,1435331609025290245,2021-10-14T23:44:12.000Z,1448796813427945473,"@TinyBonesClub @AVAXBot9000 @avalancheavax @avalabsofficial @avaxholic @AvalaunchApp @GetKalao Hey! Thank you so so much ❤ I'm interested, I'll DM you guys"
1390463053095833603,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T23:43:30.000Z,1448796639452229670,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax Congratulations for having a team up, @FinanceFirebird and @CurveFinance! looking forward for upcoming liquidity event!"
1436475929560174592,0,0,0,0,1448673095187714049,1409531617773723650,2021-10-14T23:43:08.000Z,1448796544107311125,"@Avalanche_Space @CryptoRubic @SushiSwap @avalancheavax @CryptoRubic, best of luck! We are confident that this DEX will be another success to be celebrated. Do well in this project, and we will be there to help you every step of the way."
3176246512,1,0,6,0,1448755891881365510,1382650985592553472,2021-10-14T23:42:59.000Z,1448796507642208258,"@morales_eth @HEXcrypto @Ripple @solana @dogecoin @terra_money @avalancheavax @0xPolygon is sooo UNDERVALUED, but soon  pple will realise what the Beast @0xPolygon is. 
💡💎 https://t.co/tiXLYljcGn"
698426028251676672,0,0,1,0,1447711540526911489,1431121800889503748,2021-10-14T23:40:53.000Z,1448795981202354198,@apexthetoken @avalancheavax @CoinbasePro Hello. I've sent you a collaboration DM📩 Check out the DM 👌
1443759338053464090,0,0,0,0,1447216235624628225,1374228889266835465,2021-10-14T23:40:30.000Z,1448795883105972228,"@PicsBurger @avalancheavax ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1446268645651353615,0,0,0,0,1448673095187714049,1409531617773723650,2021-10-14T23:40:06.000Z,1448795783185068074,@Avalanche_Space @CryptoRubic @SushiSwap @avalancheavax You can now have your best rate as @CryptoRubic continuing tp find #DEX to support their network exchange. @SushiSwap gladly accept the challenge!
1356026726212489218,0,0,0,0,1448773839668891648,1055894724245155841,2021-10-14T23:39:41.000Z,1448795675441786881,@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi Do you have a ticket ready for me @el33th4xor ?
2737762656,0,1,0,0,1448784234764718080,1441400509798121478,2021-10-14T23:36:34.000Z,1448794891513999369,@AvaxRarity @avalancheavax @luigidemeo @AvaxApesNFT Is this function live? I can’t access it on mobile
1443759338053464090,0,0,0,0,1448622602633846785,1380694095287422982,2021-10-14T23:36:05.000Z,1448794769606340614,"@AvaxCoins @toko_testudo @reviewblocks @GorgeousGeorg14 @dodoavax @avalancheavax @AvalancheNft @Avax_News @avaxholic @TodayAvalanche ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1376676352754061317,0,0,0,0,1448274873382543367,1371170351128924165,2021-10-14T23:34:26.000Z,1448794354739519488,@LydiaFinance @MaximusFarm @Avalanche_Space @avalancheavax @TodayAvalanche @avalanche_tr @avalanche_fr @avaxholic Fantastic 🎁🎉 Join 📢 @Heruw35 @DayakDaya
1443759338053464090,0,0,0,0,1447572495553413123,1431926261841113100,2021-10-14T23:32:02.000Z,1448793751631982606,"@AvaxGoatz @avalancheavax ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1371060005051326468,0,0,0,0,1448678622643040261,1404251838640128003,2021-10-14T23:30:42.000Z,1448793416133799974,"@CryptoMugen1 @ChrisBlec @OlympusDAO @SecretNetwork @avalancheavax @optimismPBR @arbitrum @FantomFDN @xdaichain Yeah, after seeing muliple responses that OlympusDAO doesn't have a team members and you discussing Olympus Team on Discord. It's really confusing ... 😉"
1404251838640128003,0,1,0,0,1448678622643040261,1371060005051326468,2021-10-14T23:26:43.000Z,1448792413388959780,@baref00t @ChrisBlec @OlympusDAO @SecretNetwork @avalancheavax @optimismPBR @arbitrum @FantomFDN @xdaichain Copy pasta fren
1413833850543804417,1,1,13,0,1448791920830996486,,2021-10-14T23:24:45.000Z,1448791920830996486,"Ive just tried this @solana  / @avalancheavax  bridge with USDC in @Allbridge_io , Smooth and fast 👍 https://t.co/1oWmgSoMui"
1443759338053464090,0,0,0,0,1446894506935156736,1330644600801865728,2021-10-14T23:24:27.000Z,1448791844817489920,"@pangolindex @OpenOceanGlobal @ApeInFinance @avalancheavax @snowballdefi @yieldyak_ @pangolindextr @AVAXDaily @Avax_News @avaxholic ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1374232772672294913,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T23:23:42.000Z,1448791654287044616,@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax Wow! This is Amazing to know how things went well as the @FinanceFirebird  shows a wonderful development through integrating works with @CurveFinance . This such a wonderful news to know how this trading liquidity improved our earnings.
1443759338053464090,0,0,0,0,1448276141446475777,1380694095287422982,2021-10-14T23:23:32.000Z,1448791615313571844,"@AvaxCoins @el33th4xor @rogerclu @avaxholic @avalancheavax @Avax_News @demirelo ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1443759338053464090,0,0,0,0,1448352618464616457,1380694095287422982,2021-10-14T23:23:00.000Z,1448791477979475989,"@AvaxCoins @avalancheavax @Don_wonton @AvalancheNft @Avax_News @avaxholic @kevinsekniqi ⚽️Baby Mini Football launches 15th October⚽️

⭐️Huge Prize Givaways⭐️
🎇NFT Marketplace Coming Soon🎇

 Presale October 15 @ 18:00 UTC
⚽️  SC/HC 150/300 BNB
⚽️ Min/Max 0.1/2 BNB
❌No Whitelist❌

TG: @babyminifootball"
1388545987069710336,4,0,15,0,1448789313269948421,1388545987069710336,2021-10-14T23:16:19.000Z,1448789798165131270,"@cryptofrens_xyz @avalancheavax @avaxholic @TodayAvalanche @el33th4xor Also for a chance to win a unique dancing fren, enter this giveaway they are doing !

Our winners will be announced saturday aswell!

https://t.co/ofCJNpnTIO"
366237777,0,1,3,0,1448783729569288194,366237777,2021-10-14T23:16:11.000Z,1448789763188740096,@0xfoobar @Nakamotolisk @epolynya @avalancheavax You can't beat cryptographic advances 🤷🏻‍♂️
1388545987069710336,5,2,14,0,1448789313269948421,1388545987069710336,2021-10-14T23:15:37.000Z,1448789620154580993,"@cryptofrens_xyz What is immutable and what does it mean for an NFT project? Check out this thread to find out https://t.co/lL1lnYgldO

#avax #avalanche @avalancheavax @avaxholic @TodayAvalanche @el33th4xor"
1371060005051326468,0,1,1,0,1448678622643040261,1404251838640128003,2021-10-14T23:14:04.000Z,1448789232667881496,"@CryptoMugen1 @ChrisBlec @OlympusDAO @SecretNetwork @avalancheavax @optimismPBR @arbitrum @FantomFDN @xdaichain Funny, that's your tweet 👇 https://t.co/tuNUA35XBx"
1390954145071308802,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T23:11:22.000Z,1448788550783102983,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax Through the collaboration of @FinanceFirebird, @CurveFinance they will having a liquidity event! best luck and congratulations guys!"
1411205575577325569,0,0,1,0,1448549003369590793,969157810289303554,2021-10-14T23:09:54.000Z,1448788181428617217,@LedgerInsights @avalancheavax @digitalpoundfdn @Accenture @quant_network @Ripple CBDC is a huge BS to the open public
1225191609412792330,0,0,2,0,1448783729569288194,1325398948639600640,2021-10-14T23:06:57.000Z,1448787438231605256,@Nakamotolisk @0xfoobar @epolynya @avalancheavax 20k TPS is slow long-term. Rollups will enable millions.
366237777,0,1,8,0,1448783729569288194,1356386110847377408,2021-10-14T23:03:22.000Z,1448786536691085317,"@0xfoobar @Nakamotolisk @epolynya @avalancheavax zk rollups specifically introduce hardly any problems - a monolithic L1 however will see gigantic state growth, hardware costs for all validators (as opposed to maybe 100 for sequencers/provers), and will be eternally less scalable."
1434637455571968006,0,0,3,0,1448783729569288194,1356386110847377408,2021-10-14T23:02:07.000Z,1448786223615590404,@0xfoobar @Nakamotolisk @epolynya @avalancheavax The only real FUD for rollups used to be trusted set up BUT Starks do not require one.. so uhm yeah gg
1434637455571968006,0,0,1,0,1448783729569288194,1325398948639600640,2021-10-14T23:01:35.000Z,1448786088013795329,@Nakamotolisk @0xfoobar @epolynya @avalancheavax Avax top end TPS is 4700 my man... Sorry to disappoint
724376111010992131,0,0,4,0,1448784636511932423,,2021-10-14T22:55:49.000Z,1448784636511932423,"OfficialZeroDEX: RT @relay_chain: How to bridge: $USDC.e $USDT.e and $DAI.e to @ShidenNetwork

Make the most of the $FREE Yield farms 💰

Follow these 4 simple steps to bridge your assets! 👇🌉

@avaxholic @avalancheavax @relay_chain 
@AstarNetwork @Fre… https://t.co/SmSiV2VsDE"
724376111010992131,0,1,8,0,1448784624918966277,,2021-10-14T22:55:46.000Z,1448784624918966277,"OfficialZeroDEX: RT @CanaryDex: #MOVR is on @avalancheavax  Network!

🌉 In collaboration with @relay_chain 👊

Provide liquidity to our MOVR-AVAX pool to earn high returns 💰💰💰

https://t.co/CJESrzy66f

#Avalanche #AVAX #CanaryDEX $RELAY $CNR $MOVR #M… https://t.co/YcoXmyDDKH"
1356386110847377408,0,3,3,0,1448783729569288194,1325398948639600640,2021-10-14T22:55:11.000Z,1448784480412504064,@Nakamotolisk @epolynya @avalancheavax Problems such as?
1325398948639600640,0,3,0,0,1448783729569288194,1356386110847377408,2021-10-14T22:54:31.000Z,1448784312107683841,"@0xfoobar @epolynya Modular meaning rollups?

Rollups introduce a whole swathe of problems that we're just beginning to see. 

If there's some other chain like @avalancheavax that can just make a 20,000TPS monolithic, EVM-compatible L1 then I think it might win."
1434089212047986688,0,0,1,0,1448775297050972162,1380694095287422982,2021-10-14T22:54:03.000Z,1448784192532254724,"@AvaxCoins @avalancheavax @el33th4xor @rogerclu @avaxholic Great achievement.
Love these coins. https://t.co/y9ZvOnUzGh"
1306834497418137600,0,0,0,0,1448661132466540556,912539725071777792,2021-10-14T22:52:29.000Z,1448783799089655810,"@gate_io @avalancheavax @TrustSwap @buffdogecoin is the Buff version of @dogecoin @MattWallace888 @elonmusk 🚀🚀🚀

#Buffdogecoin #Buffdogecoinarmy #Dogeprotector https://t.co/6gcUBjOdXm"
1243563554357350405,0,0,0,0,1448773839668891648,1055894724245155841,2021-10-14T22:46:41.000Z,1448782340642246661,@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi Im coming😁
1151858765869780992,0,0,0,0,1448778914214600704,38501254,2021-10-14T22:44:39.000Z,1448781829960609798,@Spectura @Ripple @avalancheavax UK 🤝 Crypto
1424872288747364364,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T22:41:34.000Z,1448781051090800641,@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax I'm incredibly proud of what I've accomplished with AMA. They then devised privacy techniques and implemented them stap by stap. Thank you for providing the information and for explaining the transaction process.
1429366220432678916,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T22:41:09.000Z,1448780945344000000,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax congratulations @FinanceFirebird, @CurveFinance and @avalancheavax for having a perfect collaboration! goodluck to your new journey, together!"
1412897048328871936,0,1,0,0,1448650895651078145,540322472,2021-10-14T22:38:52.000Z,1448780371760500737,"@DXNCRA @relay_chain @avalancheavax @0xPolygon @Allbridge_io @0x_nodes @elk_finance What's there to guess about? They're pretty transparent. Don't know if you know bout they have their system11 running, xiot emitting bios, rewarding xiot community. Also, they're hitting all their quarterly goals so honestly confused by this post."
1306243518722048000,1,1,2,0,1448779332659384326,,2021-10-14T22:34:44.000Z,1448779332659384326,"First there was @zapper then there was @zerion_io Both are too slow at adding tokens/ platforms.

The next phase for degen #DEFI 2.0 cross chain is APE BOARD @ape_board !!

@ethereum
 
@BinanceChain
 
@solana
 
@0xPolygon
 
@avalancheavax
 
@arbitrum
 
@terra_money
 
@FantomFDN https://t.co/ht8GvoxWxI"
1323824230224564226,0,0,1,0,1447662817360945152,1402292601441689607,2021-10-14T22:32:13.000Z,1448778699021721612,"@relay_chain @OfficialZeroDEX @CanaryDex @avaxholic @avalancheavax @MoonriverNW I hope Relay does not turn toxic like Zero, you would be very brave to invest considering the money people lost on Zero"
1333023873869156352,0,1,0,0,1448773839668891648,1055894724245155841,2021-10-14T22:31:23.000Z,1448778490183098374,"@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi Come and stake with us your #avax ♥️

https://t.co/YeboCXeNyh"
27754125,4,0,9,0,1448776985182879749,,2021-10-14T22:25:24.000Z,1448776985182879749,"See you in Lisbon next week!!!
@avalancheavax $AVAX crashing the party
@dylan7coady @DiegoTisani @yieldyak_ @MihaLotric @SJohn_Nahas @luigidemeo https://t.co/szKAYBwZIh"
854569630538452993,0,0,2,0,1448773839668891648,854569630538452993,2021-10-14T22:19:41.000Z,1448775544523218945,"@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi 〰️〰️〰️🎖️KALA COIN🎖️〰️〰️〰️

website: https://t.co/BUtkrRTwsQ

🔰 🔰 PROJECT 🔰 🔰
➡️ Kala Wallet ( On Google Play )
➡️ Kala Swap Exchange 
➡️ Kala farm and staking
➡️ NFT marketplace

TG: https://t.co/LyGIuWl8yD
Twitter: @Kala_Coin"
1380694095287422982,19,6,77,2,1448775297050972162,,2021-10-14T22:18:42.000Z,1448775297050972162,"Minting Is Live 🔥

Over 1k #AvaxCoins Minted So Far! 😁

@avalancheavax @el33th4xor @rogerclu @avaxholic 

#Avalanche #AVAX #AvaxNFT #AvalancheNFT #NFTCommunity https://t.co/Fsc4UGIysK"
193840528,0,0,0,0,1448773839668891648,1055894724245155841,2021-10-14T22:17:46.000Z,1448775064015544323,@avalancheavax @AaveAave @paraswap @BenqiFinance @Wonderland_fi You should be at Web summit lisbon @WebSummit
1442922129549238274,0,1,0,0,1448773538639343616,,2021-10-14T22:11:43.000Z,1448773538639343616,"There are great news from the @avalancheavax , we are excited to hear these steps! #Avalanche #AVAX $AVAX #NFT https://t.co/0Hzs4CjvPg"
1304547139570278402,0,0,0,0,1448740392153853952,1380694095287422982,2021-10-14T22:09:58.000Z,1448773098380177414,@AvaxCoins @avalancheavax Hyped!
412359316,0,0,1,0,1446050628736745476,1298275947649605633,2021-10-14T22:08:05.000Z,1448772625501667332,@GrowthDefi @avalancheavax Nice going!
1436475929560174592,0,0,0,0,1448620046989742080,1409531617773723650,2021-10-14T22:07:10.000Z,1448772394621947904,"@Avalanche_Space @FinanceFirebird @CurveFinance @avalancheavax @FinanceFirebird, I'm in the same boat. You have every right to be pleased with the achievement of your goal, which is the integration with @CurveFinance on @avalancheavax"
951195192954105858,0,0,1,0,1448722746389696512,945716524836409345,2021-10-14T22:06:56.000Z,1448772335482331141,@top7ico @RocoFinance @RiseOnlineWorld @AvalaunchApp @avalancheavax @avalabsofficial @AVAXDaily $roco $hoop
1356026726212489218,0,1,1,0,1448651181086048258,1395611551768457222,2021-10-14T22:01:51.000Z,1448771056055959569,@ApparitionJohn @jayks17 @avalabsofficial @avalancheavax sounds like some cash grab NFT projects cashing in.
1429963323014066182,0,0,2,0,1448709608734961667,1366075742426193930,2021-10-14T22:01:31.000Z,1448770974749446151,@saturnpxie @Junieteru @avalancheavax crypto space lacks anime you are providing it
1429963323014066182,0,0,1,0,1448709608734961667,1280127124746252288,2021-10-14T22:00:56.000Z,1448770824425648139,@Junieteru @saturnpxie @avalancheavax god dammit
1366075742426193930,0,1,2,0,1448709608734961667,1429963323014066182,2021-10-14T22:00:24.000Z,1448770690233081857,@0x1049 @Junieteru @avalancheavax I'm not sure about what are you exactly talking about 🧐
1280127124746252288,0,1,4,0,1448709608734961667,1429963323014066182,2021-10-14T21:59:47.000Z,1448770537258422276,@0x1049 @saturnpxie @avalancheavax Me too
1405980185564954625,0,0,0,0,1448664912461393935,2260491445,2021-10-14T21:58:59.000Z,1448770336581988352,@CoinMarketCap @avalancheavax Grab the chance and buy Yooshi Token https://t.co/r4V4iy9VvH
1429963323014066182,0,2,2,0,1448709608734961667,1366075742426193930,2021-10-14T21:54:52.000Z,1448769300374884355,@saturnpxie @Junieteru @avalancheavax i want that
1333980897595551745,0,0,1,0,1448664912461393935,1102988455922098177,2021-10-14T21:50:56.000Z,1448768311613923336,@lonelyrooster_ @CoinMarketCap @avalancheavax Negative Nancy ☺
1448401935493738508,0,0,0,0,1447607825614577666,1055894724245155841,2021-10-14T21:48:50.000Z,1448767782091436032,@avalancheavax @Jasonmpeterson BANKING BANKEROO!
1448401935493738508,0,1,0,0,1448706695258157061,1218847911896895488,2021-10-14T21:48:01.000Z,1448767575609970694,@StakeDAOHQ @avalancheavax BANK! BANK BANK
2580842577,0,0,0,0,1398232736540811269,1055894724245155841,2021-10-14T21:46:38.000Z,1448767226392231949,"@avalancheavax Hi My name is Stélio I'm from Mozambique, I'm reaching out to request financial help, due to the Pandemic life is hard in my country here in Africa please help with a donation to my Paypal account:

ACCOUNT Email : steliomike7@gmail.com

Mobile number: +258845307075"
540322472,0,1,0,0,1448650895651078145,1381661298388254724,2021-10-14T21:39:18.000Z,1448765381422694409,"@_Kolossus @relay_chain @avalancheavax @0xPolygon @Allbridge_io @0x_nodes @elk_finance @movrnetwork Muchas gracias for the add, drop the TLDR on us eh? 

I'll be team leader:

RELAY: pivot out of $ZERO, multi chain, week community, team seems to have a hard time making friends

AVAX: AvaLabs and Emin's blessing, nuf sed

Matic: Slow AF, NGMI

Allbridge: author is under-educated"
239575120,3,1,12,0,1448765345959919622,,2021-10-14T21:39:09.000Z,1448765345959919622,"Last week on my @Twitch stream, @gigiwhaat from @Topps said the brand is working on bridging @ToppsNFTs MLB Series 1 from WAX over to the new @avalancheavax platform. 👀 https://t.co/cwD8NnvMd4"
