text,author_id,conversation_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,id,in_reply_to_user_id
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Great project Keep going and get to the moon.this is one of the best project wish me good luck. 
@DeepakK18503917
@Robin94642720
@LalitKu56278615
@Realmen5635
@tatamia114
#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1425129745923018756,1480457116435587074,2022-01-15T04:43:33.000Z,0,0,0,0,1482211832068984838,1463905680784433166
"Very good projects, i think in the near future i will see an unprecedentet growth of this project.

@DinhNguyenNgoc6
@jfalcao18
@BocahAnyar33

@baklavaspace @avalancheavax",1464735139221622787,1482211817577398274,2022-01-15T04:43:30.000Z,0,0,0,0,1482211817577398274,
"AvalancheSpace Daily Digest
01/14/2022

💟 @El33tio minting launched

💟@Akitavax whitelist @DaoStarter #IDO

💟@ThorusFi  listed on @DeBankDeFi

💟@Snowballdefi weekly newsletter

💟@Avalancheavax integrated @FerrumNetwork

💟@Xdaoapp now deployed on @Avalancheavax https://t.co/IegaFiHVaM",1409531617773723650,1482211757162524674,2022-01-15T04:43:15.000Z,80,37,153,0,1482211757162524674,
@0xWimWam @HsakaTrades @avalancheavax @Platypusdefi All these defi developments got me so bullish this year,942100062,1482038189049225224,2022-01-15T04:43:15.000Z,0,0,1,0,1482211754398478339,1304020539120521216
"Best project ever. I am very happy to be participating in this project. I hope this project will gain more popularity in the future.

@Adampra58954937 
@SuGoy87
@Doramind1
@baklavaspace @avalancheavax",1460620758850228225,1482211642469494784,2022-01-15T04:42:48.000Z,0,0,0,0,1482211642469494784,
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain This is good project with great potential. 
@votas1100 
@tokenclaimerr 
@wecexed 
@Nafiz151",1384747516097294336,1480457116435587074,2022-01-15T04:42:33.000Z,0,0,0,0,1482211579488006146,1463905680784433166
"@AvaxLions @Panther00777 @avalancheavax @LydiaFinance this project is absolutely strong and reliable🥰❤️❤️
@ChukwumaIbe3 
@iykayubi 
@benardfarm_ 

#ForLionsByLions",1472579849445253123,1482071655975473153,2022-01-15T04:41:54.000Z,0,0,1,0,1482211416405065729,1438093323319844871
"Good project I love this project. Thanks Smiling face with smiling eyes For giving this opportunity and don't miss this Project

@Adampra58954937 
@AdhyaksaIchwan
@Dibyend52179344
@baklavaspace @avalancheavax",1460625336190701571,1482211376407982080,2022-01-15T04:41:44.000Z,0,0,0,0,1482211376407982080,
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Good
This is a great and excellent project and also the reward is great. Thanks for shared this wonderful opportunity. Best wishes for all team members. Keep going and get to the success.

@alimhos64625816 
@alimahdavirad1 
@sadiya",1428664069549133827,1481939767617011714,2022-01-15T04:40:22.000Z,0,0,0,0,1482211030130253824,1460891627623522311
"@AvaxLions @Ashraful7777 @avalancheavax @LydiaFinance All ruls done✅ Good luck😊

@crypto_lover_24
@crypto_Boss_007
@Airdrop00007
@CowBoy000007",1469635081652170754,1482071655975473153,2022-01-15T04:40:14.000Z,0,0,0,0,1482210995175313408,1438093323319844871
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain This project looking very interesting.The projector has a lot of attractions so hopefully the project will be better in the future and it's envy of the crypto world. Good luck! iam also supporting 

@fahrochi01 
@irfanmaulaja 
@RichardManee",1419205535572717571,1480457116435587074,2022-01-15T04:40:06.000Z,0,0,0,0,1482210963764178946,1463905680784433166
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain @numaanwani11 
@akbar_uman 
@Haris5__

This is really strong project. I am very optimistic that, i hope it will be go to the moon.
 🌙🌙🌙🌙🌙",1376178864674643968,1480457116435587074,2022-01-15T04:39:18.000Z,0,0,0,0,1482210763897188357,1463905680784433166
"@Avalanche_Space @xdaoapp @avalancheavax So Happy for your deploying on Avalancheavax .
Surely this will pave a way for more better Oppurtunities to come on your platform and surely you can really achieved building multi-chain DAO ecosystem .",1482082926485716993,1482056290733936640,2022-01-15T04:38:46.000Z,0,0,0,0,1482210629247066115,1409531617773723650
@ERC20_News @Platypusdefi @avalancheavax What a relief! I've been waiting for this to be happen. It is now more convenient and we can transact smoother. Thanks to this.,1480409824533774338,1482113611858419712,2022-01-15T04:38:41.000Z,0,0,0,0,1482210605930999808,1333357887830315009
"Such a very amazing and realistic project. Big and very excellent project.

@PanDaVHL
@Amndye1
@densiid
@baklavaspace @avalancheavax",1460621524394594309,1482210568849313795,2022-01-15T04:38:32.000Z,0,0,0,0,1482210568849313795,
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Excellent and good project.
@KamrulH10362799 
@Misti66721030 
@Shifat23246747",1473636161327288320,1481939767617011714,2022-01-15T04:38:09.000Z,0,0,0,0,1482210472405262337,1460891627623522311
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain This project is very good, so hopefully the project will be better in the future..
@Arif307509981

@AdilAdn14179482

@MiltonChakma20

@MdArif55487422",1459174179576578049,1480457116435587074,2022-01-15T04:38:01.000Z,0,0,0,0,1482210439371309058,1463905680784433166
"This team is one of the best teams in the world of crypto, I am very happy to be a part of this proudest team. Best of luck

@ramzganesh
@ThchLi4
@Satriajayes
@baklavaspace @avalancheavax",1460624109021253639,1482210397461569536,2022-01-15T04:37:51.000Z,0,0,0,0,1482210397461569536,
"@AvaxLions @avalancheavax @LydiaFinance Thanks for giving us such a great opportunity. I am supporting it. Always success for the development team

@idk_kripto @Sharonnade13 
#ForLionsByLions",1467323524893188102,1482071655975473153,2022-01-15T04:37:25.000Z,0,0,0,0,1482210287063531521,1438093323319844871
"The most beautiful things in the world cannot be touched, cannot be seen with the eyes, they have to be felt only with the heart-love. 

@rajibbhanga
@iamrasadi
@RitvikJangir
@baklavaspace @avalancheavax",1460613844091371536,1482210208013340677,2022-01-15T04:37:06.000Z,0,0,0,0,1482210208013340677,
@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain I am proud to be a project @saidi_alam4 @MdRejau88381272 @spsamin,1460645455717564421,1480457116435587074,2022-01-15T04:34:20.000Z,0,0,0,0,1482209510614003712,1463905680784433166
"I am very happy to be participating in this project. I hope this project will gain more popularity in the future. Try it all

@Agung72016006
@malla_Son_krish
@Taruho5
@baklavaspace @avalancheavax",1460618142657306631,1482209426928984067,2022-01-15T04:34:00.000Z,0,0,0,0,1482209426928984067,
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Wonderful project with great community. The leadership has been an inspiration in their innovative approaches towards achieving the project goals and visions.🔥💯 
@alami07128744 
@Ripon81902414
@Mohamma57810463",1439525135501848579,1481939767617011714,2022-01-15T04:33:45.000Z,0,0,0,0,1482209363708497923,1460891627623522311
@avaxholic @avalancheavax @Platypusdefi @TraverseMoney @pangolindex @AvawareAVE @GetKalao @MIM_Spell @CelsiusNetwork @YetiSwap @VeeFinance The chain is building and so is our project on it! The project that offers one of a kind art from an Artificial Intelligence https://t.co/lYuG5DqNgE,1468109552625278979,1482200988023144448,2022-01-15T04:33:28.000Z,2,0,0,0,1482209295819235329,1392040970431074309
@BeeTradeFinance @avalancheavax @Airdrop6_com @CryptoPatel @zebpay Vote good project,1473147535384473600,1478235367245557761,2022-01-15T04:33:26.000Z,0,0,0,0,1482209287208267777,1471756010213675009
"I have participated in following the guidelines and rules of this airdrop, I hope that many people will be lucky to get a prize from this airdrop.

@afientrariska
@Jitendr46849821
@Alesana52741270

@baklavaspace @avalancheavax",1460629419962224642,1482209259525914625,2022-01-15T04:33:20.000Z,0,0,0,0,1482209259525914625,
@TraverseMoney @avaxholic @LydiaFinance @Avalanche_Space @avalancheavax 2022. the year of $avax.,1448561011531862016,1482057307806646275,2022-01-15T04:32:38.000Z,0,0,1,0,1482209085667827716,1466086113530028044
"@Defi_Eagle @Platypusdefi @avalancheavax I'm really amazed with the highlights of this projects. But, I'm most astonished with Staking PTP, because it will also allow us to enable liquidity to receive rewards from the Platypus Boosting Pool.",1480409824533774338,1482091373658615817,2022-01-15T04:32:36.000Z,0,0,0,0,1482209077082013697,1339475581931548672
"Such a very amazing and realistic project. Big and very excellent project.

@MinaShihab
@Satriajayes
@ricky_styn
@baklavaspace @avalancheavax",1460632006644015107,1482209068215422976,2022-01-15T04:32:34.000Z,0,0,0,0,1482209068215422976,
"@vincurean @AvawareAVE @MIM_Spell @EmbrFinance @pangolindex @traderjoe_xyz @avalancheavax @Avalanche_Space @MLSagaLegend @TodayAvalanche @avaxholic Swap on https://t.co/VCvgbJO1rI is best for AUSD swaps! We support MIM, USDC, USDC.e, USDT.e, AUSD stable swap on https://t.co/VCvgbJO1rI (BalancerV2 fork) ♥️

Here's more on AUSD fren: https://t.co/apZXBe1Apr

99% backed, stable farms, mint/redeem (1% fee)!",1393940565474041860,1482119630290550784,2022-01-15T04:32:15.000Z,0,0,1,0,1482208987458113536,2419172156
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi The project is great and this projector has a strong team, so hopefully the project will be better in the future and the cryptocurrency will be the best.

@ArafatAhad5
@MHFahimNil
@Forhadnil2002

 #Avalanche #AVAX   #PlayAndEarn",1438904871105691648,1481939767617011714,2022-01-15T04:31:39.000Z,0,0,0,0,1482208835544952833,1460891627623522311
@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Hopefully this project continues to grow to be bigger and successful,1460262401580810249,1480457116435587074,2022-01-15T04:31:23.000Z,0,0,0,0,1482208768683393030,1463905680784433166
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Innovative project with amazing invention under the management of successful and brilliant teams. hope to be more and more popular!@avalancheavax #Avalanche #AVAX @el33th4xor @kevinsekniqi #PlayAndEarn

@Ashikur1589 
@HabibaBashar1 
@khatun_ashura",1291749948837384192,1481939767617011714,2022-01-15T04:31:01.000Z,0,0,0,0,1482208678837387267,1460891627623522311
"@AvaxLions @moshiurbd0 @avalancheavax @LydiaFinance Wonderfull project is very good and this projector has a lot off attactions, so hopefully the project will be better in the future.

Done
@cryptomaster57
@Masudrana539358
@earningbd50
@Makemon13070916
@ShiblulMd",1326779753974669312,1482071655975473153,2022-01-15T04:29:41.000Z,0,0,0,0,1482208342701645832,1438093323319844871
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Iam super excited that aim to be successful, impressed by the idea. This project utilizes
 trusted technology and I recommend everyone doesn't miss out!
good project @rakib75hasan
@shakibsr75
@smmuzammel7
#metarves
#baince
#Ethe
#soldait
 #sit 
#AirdropDx",1401175564174594048,1480457116435587074,2022-01-15T04:29:23.000Z,0,0,0,0,1482208267203928067,1463905680784433166
@jayks17 @avalancheavax @OGFaZeCLipZ This is what I was talking about when it comes to Avax scaling through subnets,1095943598187704320,1481417657391849472,2022-01-15T04:29:19.000Z,0,0,0,0,1482208248484745216,1004339517799698434
"This is excellent project with strong team, a transparent, planned and project roadmap, always be waiting for the progress of this project.

@ATULKAKDE13
@Zafran44223735
@Gacha143
@baklavaspace @avalancheavax",1460618964153733122,1482208241694408708,2022-01-15T04:29:17.000Z,0,0,0,0,1482208241694408708,
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain That's a really amazing project. I'm so excited and happy to be participating in this project. I hope this project will gain more popularity in the future💖

@Titans_ventures

@mmkubayi

@jktjhyjn

#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1444192561208299520,1480457116435587074,2022-01-15T04:29:06.000Z,0,0,0,0,1482208194462384132,1463905680784433166
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain This is definitely going to be HUGE! As the team has been an inspiration in their innovative approaches towards achieving the project goals and visions. I am so glad to be part of this.

@Abulkal94419052
@SjShanto15
@Mdazim12406162",1415307910326878210,1480457116435587074,2022-01-15T04:28:51.000Z,0,0,0,0,1482208133875662850,1463905680784433166
"Wonderful  project, this project is very good and this projector has a lot of attractions, so hopefully the project will be better in the future and the cryptocurrency will be the best.

@ricky_styn
@myhanh1965
@GalihRahmadi
@baklavaspace @avalancheavax",1464734558771896329,1482208035280162821,2022-01-15T04:28:28.000Z,0,0,0,0,1482208035280162821,
@avaxholic @Platypusdefi @avalancheavax I’m coming waiting on coinbaseeee!!!!! To release funds necessary  to achieve great risk!!!!!,1472365203044147204,1482190261702721537,2022-01-15T04:28:08.000Z,0,0,1,0,1482207952136450052,1392040970431074309
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Nice project launch my opinion this is a great project this platfrom has lot of too attractive and hopefully the project will better in future and it's crypto coin's will be best.
@sweetpotato9800 
@greenpotato86 
@Nill0099",1377601226037063689,1481939767617011714,2022-01-15T04:27:57.000Z,0,0,0,0,1482207906124935172,1460891627623522311
"@avaxholic @DeCryptoSteam @avalancheavax @DedragonWorld Great project, I really thanks to you for holding the giveaway, i hope i can get the $RUBY here since i don't win the airdrop, hope avaxholic would always be success

@MaeSaro36220550 @dwigapra @Zithnoo",1423980228930531333,1480502197297491969,2022-01-15T04:27:55.000Z,0,0,0,0,1482207897627279361,1392040970431074309
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Woooow. I am hooked on this game forever to be honest. You guys never disappoint the community. Whats next on the agenda after this campaign?
@Saiader 
@Obaydul32764174
@AbdulBa93851908",1285909304298532864,1481939767617011714,2022-01-15T04:27:30.000Z,0,0,0,0,1482207790903197696,1460891627623522311
"It is amazing to participate in such a strong project, valuable and potential, it has a special aim, with great future, i hope more success, thanks to the great team.

@toninoudji
@Dkright
@addisnp
@baklavaspace @avalancheavax",1460615618512654338,1482207773652033536,2022-01-15T04:27:25.000Z,0,0,0,0,1482207773652033536,
"@Bitcoinsensus X100 is certainly $Cook, it is already live on Trader Joe with high APR.  #CookFinance is one of the most successful defi project and the first defi index platform on @avalancheavax. It has a high potential. Visit @cook_finance or join https://t.co/9hJuV5QR5M https://t.co/fOPsKDr7vO",1365254391213813760,1482120706796232709,2022-01-15T04:26:20.000Z,0,0,1,0,1482207500296409096,1163859351087591424
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Good project🔥🔥🔥
@ken_hashirama @obengatesaja2 @Dhiansaputra15",1456880552108122114,1480457116435587074,2022-01-15T04:25:40.000Z,0,0,0,0,1482207330230222850,1463905680784433166
"It is amazing to participate in such a strong project, valuable and potential, it has a special aim, with great future, i hope more success, thanks to the great team.

@Kamalrmd19
@MDMalek65708923
@sujal258
@baklavaspace @avalancheavax",1460615746564722689,1482207306251132934,2022-01-15T04:25:34.000Z,0,0,0,0,1482207306251132934,
"Blockchain Ranking by Revenue 7 days

According to @tokenterminal , @avalancheavax  revenue is holding 4th place in L1 blockchains, however marketcap is ranked 9th. 
Is avalanche undervalued or under expectation?

#AVAX  #avalanche  #revenue https://t.co/DVNEXrIQsj",727764028911697921,1482207228879056899,2022-01-15T04:25:16.000Z,0,0,0,0,1482207228879056899,
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain This is a promising project. Excellent planning for going to the moon. This is a smart step towards success
@badshah_sujan 
@IBRAHIM152021 
@Mannan2880 
@majidul5161
@MdHasan99080709

#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1412857368409362434,1480457116435587074,2022-01-15T04:24:50.000Z,0,0,0,0,1482207120233615366,1463905680784433166
"@AvaxLions @avalancheavax @LydiaFinance @chengzi_95330 
@crypto_bei 

 #ForLionsByLions

don't miss this chance. let's go",970950279179878400,1482071655975473153,2022-01-15T04:24:12.000Z,0,0,0,0,1482206960585953284,1438093323319844871
@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Good project,1459848533893271556,1480457116435587074,2022-01-15T04:24:09.000Z,0,0,0,0,1482206949450317825,1463905680784433166
"Awesome project, this project is going to be great, like what the devs are going to make the project work out.

@RAFA41431517
@alonsoo00321225
@HeraKhalif
@baklavaspace @avalancheavax",1460601740491837442,1482206915761483777,2022-01-15T04:24:01.000Z,0,0,0,0,1482206915761483777,
"@baklavaspace @avalancheavax 

Baklavaspace project which is Avalanchevax based don't forget to be part of this project it has great potential 🚀🚀🚀",1284489395173683207,1482206866814173191,2022-01-15T04:23:49.000Z,0,0,0,0,1482206866814173191,1451531402739019779
@Bull_Season_ @VaporNodes @RingFinancial @avalancheavax @MejiasDev @gnosisSafe @SpyWolfNetwork Well they actually do get rewards from the node ontop of other things. And they are having a vote on whether or not to create a DAG node aswell,769603796376903680,1481630414791921668,2022-01-15T04:22:46.000Z,0,1,0,0,1482206601167704065,3291102515
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the projector and it will create history 🤘it will go to moon🚀
@pmmaria25
@PSMahi4
@mzmaisha18 
@psmahi18 
@njelma1",909811377212088320,1480457116435587074,2022-01-15T04:22:29.000Z,0,0,0,0,1482206530036387840,1463905680784433166
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi I'm so excited for this project for a long time.On this moment i got a opportunity to join this project. I hope this project hit the Crypto World💯🔥
@goribinsaan @T45809 @RuhulAm46892632",1418824662851674118,1481939767617011714,2022-01-15T04:22:13.000Z,0,0,0,0,1482206464043196417,1460891627623522311
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Nice Project.
Thank for giving this opportunity.
@BimalKishorMon1
@Redcorporation2 
@Rajeshharicha16 
@Ashutos13926904",1376392446670692354,1480457116435587074,2022-01-15T04:22:09.000Z,0,0,0,0,1482206444833624064,1463905680784433166
"Very good projects, i think in the near future i will see an unprecedentet growth of this project.

@Abrakad12874060
@farhanzco
@WardiKusuma5
@baklavaspace @avalancheavax",1460613062738677765,1482206121343733762,2022-01-15T04:20:52.000Z,0,0,0,0,1482206121343733762,
@Avalanche_Space @xdaoapp @avalancheavax thanks for the updates of this platform and i look forward to the project you do that will definitely benefit everyone,1414247723990097925,1482056290733936640,2022-01-15T04:20:35.000Z,0,0,0,0,1482206053010128897,1409531617773723650
"This team is one of the best teams in the world of crypto, I am very happy to be a part of this proudest team. Best of luck

@DeyShakyadeep
@hangnguyeen1
@deathsign_
@baklavaspace @avalancheavax",1460593150662045701,1482205969384095745,2022-01-15T04:20:15.000Z,0,1,0,0,1482205969384095745,
@HeroesChained @metaversetoken @avalancheavax Thanks a lot @cryptohospital @metaversetoken @bormehmet,74465152,1482102759323312128,2022-01-15T04:19:40.000Z,0,0,0,0,1482205819815235590,1460891627623522311
"This is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.

@PijushMidde
@HeraKhalif
@Rubelahmed6769
@baklavaspace @avalancheavax",1460594609050980354,1482205806712221697,2022-01-15T04:19:37.000Z,0,0,0,0,1482205806712221697,
@ERC20_News @Platypusdefi @avalancheavax Are you willing to take this offers of this platform? Let's try &amp; check the results what happens!,1424301179916361731,1482113611858419712,2022-01-15T04:18:51.000Z,0,0,0,0,1482205614415953921,1333357887830315009
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Wonderful project, this project is very good and this projector has a lot of attractions, so hopefully the project will be better in the future and the cryptocurrency will be the best.🚀

@DeetDeef
@sen_sajibsen
@sohag0008",1432286972328902656,1480457116435587074,2022-01-15T04:18:20.000Z,0,0,0,0,1482205487102066688,1463905680784433166
"@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi 👍👍👍This project is soo good 
And iam interested i will 
Support the project. 🥰🥰
I think this is moon.👍👍

@AftabSk7312 
@ohedul7312 
@IkbalHo

@avalancheavax #Avalanche #AVAX @el33th4xor @kevinsekniqi #PlayAndEarn",1449730412457037826,1481939767617011714,2022-01-15T04:18:10.000Z,0,0,1,0,1482205443501871104,1460891627623522311
"The most beautiful things in the world cannot be touched, cannot be seen with the eyes, they have to be felt only with the heart-love. 

@Mohitsh71453508
@SudhanshuBehe12
@Rodrigo44640006
@baklavaspace @avalancheavax",1460598302374694920,1482205404411142146,2022-01-15T04:18:01.000Z,0,0,1,0,1482205404411142146,
@baklavaspace @avalancheavax This is a very developed and promising project https://t.co/WYkdAcKVTO,1448584686335250437,1482205251549954048,2022-01-15T04:17:24.000Z,0,0,0,0,1482205251549954048,1451531402739019779
"Excellent project and congratulations to the team for their efforts to make this happen and best regard for the future.

@uvdada2020
@Jesn57936063
@lehieu19941

@baklavaspace @avalancheavax",1460595919808647168,1482205217542311939,2022-01-15T04:17:16.000Z,0,0,0,0,1482205217542311939,
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Best project ever , I am very happy to be participating in this project. I hope this project will gain more popularity in the future. 
@AirdropRezeki
@SatifFahreza 
@jincuk2

#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1343363318174498816,1480457116435587074,2022-01-15T04:17:10.000Z,0,0,0,0,1482205192787759107,1463905680784433166
"It is amazing to participate in such a strong project, valuable and potential, it has a special aim, with great future, i hope more success, thanks to the great team.

@FitarasF
@TuMaulana
@kgaurav152
@baklavaspace @avalancheavax",1460599201197289475,1482204975493263360,2022-01-15T04:16:18.000Z,0,0,0,0,1482204975493263360,
@HeroesChained @AvalaunchApp @SeedifyFund @avalancheavax @el33th4xor @kevinsekniqi Very good future and nice project,1399940754559037443,1481939767617011714,2022-01-15T04:15:57.000Z,0,0,0,0,1482204885483679746,1460891627623522311
"@baklavaspace  is good project in avax ecossytem soon will viral don't miss it
@avalancheavax",1393400387302871040,1482204859097321473,2022-01-15T04:15:51.000Z,0,0,0,0,1482204859097321473,1451531402739019779
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Good project this is the best project for Airdrop so I support your project all time and all the best dear community team @Fishfinance_io 
@Ashrafu14765938 
@Saima76066483 
@Farin_Islam1 
@shakilhelen 

#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1412262499244675072,1480457116435587074,2022-01-15T04:15:37.000Z,0,0,0,0,1482204800930385920,1463905680784433166
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain I'm anthusiastic about this project, and I'm sure it's a great project in the future, good luck to the team and devs who worked so hard on this project
@mahiban4u
@mahdilala11
@AMELYA10729844

#RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1268936689852047365,1480457116435587074,2022-01-15T04:15:36.000Z,0,0,0,0,1482204798099369987,1463905680784433166
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain ❤️❤️❤️❤️🚀🚀This project very nice
Iam impressed
Will goin more popularity In the future
🚀🚀🚀🚀🚀

@ajiulsk69 
@alihasan9735 
@sohelboss528 

 #FishFinance #RacingFish #FiFi #AVAX #AVAXNFT $FiFi",1461262870079967232,1480457116435587074,2022-01-15T04:15:31.000Z,0,0,0,0,1482204778801565696,1463905680784433166
"Great I believe your project will thrive.  and i will also recommend to my friends and will post your posts on social networking sites.

@waqarlfl786
@hadi88424355
@AldaHeryani
@baklavaspace @avalancheavax",1460604338145935364,1482204497992630279,2022-01-15T04:14:25.000Z,0,0,0,0,1482204497992630279,
"I Think, this is very strong project
Thanks for shared this wonderful opportunity
Best wishes for all team members

@baklavaspace @avalancheavax",926016277503557632,1482204350068191232,2022-01-15T04:13:49.000Z,0,0,0,0,1482204350068191232,
"Your project is very good, the whitepaper is also very clear, I hope your project can be successful and successful in the future

@AchmadF92251593
@Bibi28336166
@lesterxavier0
@baklavaspace @avalancheavax",1460600350289788931,1482204313531392002,2022-01-15T04:13:41.000Z,0,0,0,0,1482204313531392002,
"Crabs never rest at weekend.

Crabada is an exciting play-and-earn #NFT  game based in a world filled with fierce fighting Hermit-Crabs called #Crabada .

#NFTs    #GameFi   #Crabada   #CRA #TUS #PlayToEarn   
#PlayCrabada  #PGGguild
@PlayCrabada      @avalancheavax https://t.co/8KruFdhaDz",1480511112118345728,1482204254656163842,2022-01-15T04:13:26.000Z,0,1,5,0,1482204254656163842,
"Ledgity Airdrop is a highly planned project with excellent prospects. Excellent innovation makes this a very worthy project to be a future project.

@tramnhatduy1
@OgataJefferson
@akhsan__taufik

@baklavaspace @avalancheavax",1460610616788324353,1482204145151057921,2022-01-15T04:13:00.000Z,0,0,0,0,1482204145151057921,
@Defi_Eagle @Platypusdefi @avalancheavax Good to see this details of this project of this tandem salute them for giving their time to provided this opportunity!,1424301179916361731,1482091373658615817,2022-01-15T04:12:44.000Z,0,0,0,0,1482204076469547011,1339475581931548672
"@Fishfinance_io @yayprotocol @Avax_Journal @avalancheavax @AvaxholicVN @avaxholic @AVAXDaily @avalabsofficial @bsc_daily @BinanceChain Bismillahirahmanirrahim

I believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future.

@FajarFadilla12
@FrIrsan
@ASetiaji00

#Airdrop #Airdrops #Airdropinspector #BSC  #USDT #Crypto #Bitcoin
Comand",1428222845109239811,1480457116435587074,2022-01-15T04:12:38.000Z,0,1,1,0,1482204051391811589,1463905680784433166
"I have participated in following the guidelines and rules of this airdrop, I hope that many people will be lucky to get a prize from this airdrop.

@Lisa21630774
@rubelbd999
@fajarfram
@baklavaspace @avalancheavax",1460606921711386626,1482203731173285890,2022-01-15T04:11:22.000Z,0,0,1,0,1482203731173285890,
"@KrystalDefi @BinanceChain @0xPolygon @avalancheavax Nice project and I look forward to the growth and success of this project. To the moon !

@GardaSakti03 @ardinarasti6
@Shopon69923638
@Mahboob69422737",1426031575582404608,1481612021019779074,2022-01-15T04:11:00.000Z,0,0,1,0,1482203640316428294,1045152613224738817
"Great I believe your project will thrive.  and i will also recommend to my friends and will post your posts on social networking sites.

@Rudy_setiaku
@tungtra42617934
@iamsangram7
@baklavaspace @avalancheavax",1460595788623454214,1482203522020122626,2022-01-15T04:10:32.000Z,0,0,0,0,1482203522020122626,
