author_id,text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,id,created_at,in_reply_to_user_id,conversation_id
1383074592852484100,@krakenfx @terra_money Moon pup # 1 ! https://t.co/ISYcBL5Dyr,0,0,0,0,1470955844217057281,2021-12-15T03:16:16.000Z,1399148563,1470839449596608516
1374991758837211141,@TheRyanLion @terra_money @astroport_fi @coingecko @CoinMarketCap @WhiteWhaleTerra what is LBP,0,0,0,0,1470954821138083841,2021-12-15T03:12:13.000Z,1326366156173824000,1470890562740002818
756021807711301632,"@CryptoWizardd @terra_money So will @SnekBSC, you just wait and see..... Make sure you don't miss out!

#SnekBSC https://t.co/LQElScTErf",1,2,1,0,1470954266449768450,2021-12-15T03:10:00.000Z,972970759416111104,1470914592188551170
1457146323858243584,@krakenfx @terra_money Now increase your UST pairings with other Alts,0,1,0,0,1470953684490145795,2021-12-15T03:07:42.000Z,1399148563,1470839449596608516
1326366156173824000,"Just watched @coinbureau’s video about the world economic forum and their report on CBDCs &amp; stablecoins and it reminded me why I love @terra_money:

- $UST is the stablecoin of the people.

- $UST is financial freedom.

- A decentralised economy needs decentralised money.",26,3,200,0,1470953320952987650,2021-12-15T03:06:15.000Z,,1470953320952987650
46451330,suuup earn some serious $LUNA by analyzing 2 of the coolest new protocols on @terra_money https://t.co/ezwoUs94YP,0,2,1,0,1470953248911765504,2021-12-15T03:05:58.000Z,,1470953248911765504
975151554356436992,"@GoochiNFT @terra_money @randomearth_io I wanted to get various type.
But, they look remarkably similar.
Siblings...

They are the Goochiest Goo Family.🤣 https://t.co/TKXM5oYhjw",0,0,1,0,1470953233841811463,2021-12-15T03:05:54.000Z,1456009031391219717,1470549270570831877
772546933667745792,@AnyswapNetwork @winstnn @terra_money That worked. Can't find a way to swap UST for FTM. Swap app recognizes the UST contract but does not allow swaps in the same network?,0,3,0,0,1470948750923165697,2021-12-15T02:48:05.000Z,1274693174930190341,1466241693850603525
469392040,"@terra_money #luna #terra is one of the largest operators of an unregulated, security dealings. I work directly at #SEC and can confirm within the next few weeks they will work to shutdown these operators and bad actors. More details to follow. #jail #prison #coinbase",0,3,0,0,1470947653710188546,2021-12-15T02:43:44.000Z,1022028994772910086,1470843465592279044
1674931783,"@terra_money hi any1 knows how long does it take to transfer UST from Kucoin to Terra Station?
I have transferred $500, and it has been 30min. it does not reflect anything. hoping some1 can help. new to this.",0,3,0,0,1470947141430366208,2021-12-15T02:41:42.000Z,1022028994772910086,1470947141430366208
132094639,@itzdoremi @NathanYJLee @terra_money @realpolkabridge What? You didn’t even read his write up or understand what Luna is. You literally jacked the thread with a shill… and sound ignorant as Ffff,0,0,0,0,1470946640127221776,2021-12-15T02:39:42.000Z,1007362379452243969,1469657357454299140
1439936708561178632,"@krakenfx @terra_money The KING'S is Coming 🔥
https://t.co/0rIsCmtKGA

#BuffDogeCoin 
#buffdogecoinarmy 
#buffdogecoinholder 
#listings
#CoinTiger
#SandboxGame
#Metaverse
#NFT 
#BSC 
#BSCGem https://t.co/RpEutP3qKK",0,0,0,0,1470945297773694978,2021-12-15T02:34:22.000Z,1399148563,1470839449596608516
910426461466656768,"@_GV23 @lukso_io @terra_money @stablekwon @feindura You’re damn right, very few projects actually give excitement (other than financial). “Normies” want digestible use cases? Fashion is that answer.",0,0,1,0,1470944734336237576,2021-12-15T02:32:08.000Z,1392589996591390722,1470794750332710913
55633894,@danku_r Good luck ser. Your videos brought me into @terra_money and it has been an awesome ride!,0,0,0,0,1470944203190386691,2021-12-15T02:30:01.000Z,1362475747559038978,1470758662734061568
258058732,@SmartStake @terra_money You are my validator so nothing to worry about 😎,0,0,5,0,1470943902660448256,2021-12-15T02:28:49.000Z,1194816172513992704,1470941315043057675
258058732,@joel_jessee @Bitcoin_Sage @terra_money @WhiteWhaleTerra Feeling the same,0,1,0,0,1470943630290726919,2021-12-15T02:27:44.000Z,863031727928856576,1470017241580253186
1146191363387666434,"@SenWarren Senator Warren,

White paper for @terra_money below

15 pages

Educate yourself

Stop spreading FUD

https://t.co/0I0J5EEDZi

$UST $LUNA #DeFi #blockchain",0,0,0,0,1470943373607555076,2021-12-15T02:26:43.000Z,970207298,1470843764843458560
1163135288253849600,@crypto_n_y_c @trspalding @FlexaHQ @terra_money Korean upgrade.,0,1,2,0,1470943270943473670,2021-12-15T02:26:19.000Z,1413207626566049792,1470923587309686786
1413207626566049792,@TheJohnKimShow @trspalding @TheJohnKimShow what’s going on with @trspalding @FlexaHQ with @terra_money ????? any secrets,0,2,0,0,1470943096498278402,2021-12-15T02:25:37.000Z,1163135288253849600,1470923587309686786
1194816172513992704,"$Luna Validators - make sure that you have updated your Terra node core to 0.5.13-oracle by block height 5,700,000. Current block is 5,680,353. Soft fork expected in about 1.5 days from now.

Delegate? Talk to your validator to ensure they have updated their nodes.

@terra_money",12,4,85,1,1470941315043057675,2021-12-15T02:18:32.000Z,,1470941315043057675
1392594841213751300,@NinjaJuice10 @CryptoWizardd @terra_money @BackstageBks $BKS is a beast!,0,1,0,0,1470939740124086273,2021-12-15T02:12:17.000Z,1406238952487636995,1470914592188551170
1347901911450599427,"@CryptoKeeper007 @krakenfx @terra_money Still incredibly early imo. Too many are unaware of $LUNA's and $UST's existence or its tokenomics. Plus, when you know $1,000 isn't a meme, you know we're early. 🌕🚀",0,1,6,0,1470939631663280132,2021-12-15T02:11:51.000Z,1361161439612981251,1470839449596608516
1227424663,@krakenfx @terra_money $xcur listing,0,1,1,0,1470938817460899843,2021-12-15T02:08:37.000Z,1399148563,1470839449596608516
734374361214406657,@FibSwap @bitcoinist Yesss definitely my favourite project of 2021! 2022 doesn’t have any limit we’ll see 1$ before we know it💎 @FibSwap @binance @verasitytech @terra_money @Altsteinn @StevenAitchison @Nickbissaker49 @nikichain @LUNAPR1 @boorioofficial @elonmusk @EvilonMusk @BoredElonMusk https://t.co/P7isPMX9cb,3,0,14,0,1470938803023986693,2021-12-15T02:08:34.000Z,1409560333245575170,1470923016771043331
1324128313007251456,"@krakenfx @terra_money While the market is down @coinscopecrypto is getting ready to explode. Creative massive partnerships 💪 
#Coinscope #BNB #CryptoInvestment #PooCoin #PancakeSwap #CMC_Listed #CoinGecko #NFTs #Airdrop #exchange #telegram #UniCrypt #PinkSale #lunapad #DxSale https://t.co/YOXUA9XWNi",0,0,0,0,1470936805004365825,2021-12-15T02:00:37.000Z,1399148563,1470839449596608516
1398963210049445892,@krakenfx @terra_money Love it if it’s native! $UST next!,0,0,0,0,1470935623318085640,2021-12-15T01:55:55.000Z,1399148563,1470839449596608516
195049626,@brianrotskoff @dudehorizontal @terra_money @tlagomi $UST strictly,0,0,0,0,1470933895449399299,2021-12-15T01:49:03.000Z,323528097,1470843465592279044
880916541486776320,"@krakenfx @terra_money Just relist $XRP already. The XRPL ledger is leaps and bounds above most of the protocols you’ve listed. Both in terms of adoption and utility. What harm is there in waiting until a decision is made? Everything else is in unknown territory too, why single out a legitimate asset? https://t.co/kU6M7FBhnA",0,0,0,0,1470932684490694662,2021-12-15T01:44:15.000Z,1399148563,1470839449596608516
1941848450,@0xdef1 @astroport_fi https://t.co/abvmpRk4Y8 🎩🙏 @0xdef1 for the handy summary. Other #LUNAtics also are going long = 160-200 days for 🔒ing up their LP positions just like me. @anchor_protocol  + @terra_money on #ASTRO  = 🚀 https://t.co/VgVSV49Z51,0,0,1,0,1470931668680728583,2021-12-15T01:40:13.000Z,1353758736968544257,1470805456805404680
1351525800835600385,"@krakenfx @terra_money #SpikeInu online now 
Website is https://t.co/0faFZp1TGi 
https://t.co/8PPMnYqiMD 
Top 1: dextools 
30M Cap 
Listed on Uniswap Contract: 0x0f3dEBf94483beEcBFD20167C946A61Ea62d000f Website: 
Twitter: https://t.co/0sd9tpUlRY
Tele Channel: https://t.co/yEpPNXX1gA https://t.co/nSIn54xpon",0,0,0,0,1470926408947929089,2021-12-15T01:19:19.000Z,1399148563,1470839449596608516
900057545816985600,@Alice94967942 @krakenfx @terra_money No it’s not. It’s actual preferred since USDT doesn’t change much,0,1,0,0,1470925997109219328,2021-12-15T01:17:40.000Z,1470810723441803264,1470839449596608516
40675454,"@krakenfx @terra_money 🏎 RARI GAMES 

🚀 First #P2E #Metaverse racing game - Private Sale 12/19/21🏁

✅ 8% #BNB  Rewards
✅ Audit Incoming
✅ Streaming Network
✅ #RARIVERSE + #NFT Collectables
https://t.co/Fwmm3cD8Bx
https://t.co/zWdvijt8CS

#PRESALE #Play2Earn #PlayToEarn #BSC  #BSCGems #NFT $RARI https://t.co/YSVrrQgShP",0,0,0,0,1470924596358434820,2021-12-15T01:12:06.000Z,1399148563,1470839449596608516
863031727928856576,@Bitcoin_Sage @terra_money @WhiteWhaleTerra Thanks. First time I have not gotten killed on this type of event. Never white listed Just ordinary. Thanks,0,1,2,0,1470924009705545728,2021-12-15T01:09:47.000Z,332889204,1470017241580253186
63832436,@terra_money took a while for the best token !!!!!,0,0,1,0,1470923991124742147,2021-12-15T01:09:42.000Z,1022028994772910086,1470843465592279044
955579868112044034,@SolohJee @terra_money Glad we met fren!,0,1,2,0,1470923699750518786,2021-12-15T01:08:33.000Z,3774402312,1470920602651398164
1412929465391398913,Absolutely amazing question from @trspalding @terra_money @stablekwon @FlexaHQ $Amp https://t.co/DSnrYbWMFD,0,0,6,0,1470921180865462272,2021-12-15T00:58:32.000Z,,1470921180865462272
320344843,@krakenfx @terra_money We love $UST and $LUNA,0,1,0,0,1470921083457093640,2021-12-15T00:58:09.000Z,1399148563,1470839449596608516
1387511914398425091,"@CryptoWizardd @terra_money We need more Algorhythimic stable coins created by DAO's so there is no central entity to go after! UST is a good start, but we need more innovation for this, or forks with adoption. MIM is a good one too.",0,2,2,0,1470920895099293701,2021-12-15T00:57:24.000Z,972970759416111104,1470914592188551170
3774402312,The last 7 months have been wild with $Luna. I have met some amazing people. Thank you @terra_money 🙏,0,1,40,0,1470920602651398164,2021-12-15T00:56:14.000Z,,1470920602651398164
469392040,@krakenfx @terra_money You listed Luna which is a fraudulent coin that is actively being investigated by SEC and will be shutdown in the near term as it is a security and are being sold as unregulated securities. #coinbase #crypto https://t.co/bk9KSbi6UX,0,1,0,0,1470920492164988930,2021-12-15T00:55:48.000Z,1399148563,1470839449596608516
1424457003674525704,"@NinjaJuice10 @CryptoWizardd @terra_money @BackstageBks Can't wait IDO, I sold even $SOL to have prepared budget for BKS bag 😂😂",0,2,0,0,1470919962676142081,2021-12-15T00:53:42.000Z,1406238952487636995,1470914592188551170
1406238952487636995,"@CryptoWizardd @terra_money Not sure it can beat tokenomics and such strong fundamentals that make $BKS the strongest new project so far.
@BackstageBks IDO and listing prices can be your train for the retirement. 
Jump in on the time and don't let the opportunity of a lifetime pass you by🤑🤑 https://t.co/3cZ09eF4oN",0,3,2,0,1470919498077294593,2021-12-15T00:51:51.000Z,972970759416111104,1470914592188551170
1347824792708276224,@YoIoTomassi @KeithQueen9 @terra_money @coinbase Yup.. add it to the list of er20 tokens nobody wants,0,0,2,0,1470918596478095366,2021-12-15T00:48:16.000Z,1276520709775257600,1470843465592279044
922873568219860992,@krakenfx @terra_money I have earned over $9000 USD and more are still in expecting due payments soon... thanks you and your platform for your trust and honesty @trade_with_sean,0,1,0,0,1470917447964319745,2021-12-15T00:43:42.000Z,1399148563,1470839449596608516
1386476097718587395,"@TheRyanLion @collectxyznft @terra_money @anchor_protocol Haha seriously. Glad we got the lion in xyz fam tho! 🤝 Its just a matter of time, third party collabs… 🧨🚀🌕",0,0,2,0,1470917372571705348,2021-12-15T00:43:24.000Z,1326366156173824000,1470896047862030345
535662615,"@eeyernlee @_stablekwon_ @stablekwon @NicolasFlamelX @iii_OIO_iii @PrrplFrog @WestieCapital @wolf_of_defi @TerraBitesPod @ZeMariaMacedo @orbital_command @AlphaSeeker21 intern @terra_money, ser, time to move your connections and get ser stable kwon verified plz",0,0,3,0,1470917258801258502,2021-12-15T00:42:57.000Z,3186479000,1470916501293125636
1429127802574487553,@krakenfx @Cephii1 @terra_money Now bring $UST,0,1,0,0,1470916664522907649,2021-12-15T00:40:35.000Z,1399148563,1470839449596608516
1378343340903653383,"@krakenfx @terra_money A new era begins crypto world and real world together with @doge_cola
refreshing drink #DogeCola #dogebull 
https://t.co/v5KUQAfSd3 https://t.co/P0UvXG8DYx",1,2,3,0,1470916513708314633,2021-12-15T00:39:59.000Z,1399148563,1470839449596608516
768416742502563840,@TheRyanLion @collectxyznft @terra_money @anchor_protocol @FanfuryOfficial is coming soon too! 👀,0,0,4,0,1470915565459968001,2021-12-15T00:36:13.000Z,1326366156173824000,1470896047862030345
41885971,"@CryptoWizardd @terra_money Hi, I lost my job due to COVID and I am selling some NFTs to support my family. If you don't want to buy,
Could you at least like my work?
I chose butterflies because they represent hope.
https://t.co/74AwE5EWIe #NFT #NFTs #Crypto #BTC #ETH #nature #god #Metaverse @elonmusk",0,0,1,0,1470915435516338181,2021-12-15T00:35:42.000Z,972970759416111104,1470914592188551170
1427952296252645376,"$UST finally flipped $DAI 
Best decentralized stablecoin is here  
@terra_money 🌙🌙😉",0,0,0,0,1470915388569440268,2021-12-15T00:35:31.000Z,,1470915388569440268
256041948,@CryptoWizardd @terra_money Big ups @terra_money,0,2,2,0,1470915149150056450,2021-12-15T00:34:34.000Z,972970759416111104,1470914592188551170
972970759416111104,"$UST is the New King in town

Powered by @terra_money https://t.co/5idFiKl8aq",33,18,406,4,1470914592188551170,2021-12-15T00:32:21.000Z,,1470914592188551170
896421403448180737,@krakenfx @terra_money Native token?  Or erc20,0,1,0,0,1470913939328442370,2021-12-15T00:29:46.000Z,1399148563,1470839449596608516
1056756517,@PFC_Validator @terra_money Anyway trying to transfer ust from KuCoin to Terra wallet looks like transactions are not going through ?,0,1,0,0,1470913830452662273,2021-12-15T00:29:20.000Z,1375060040994947072,1470912183739600908
408035508,"@zGuz @terra_money $15,000 made  in one week from my phone or  laptop. Who wants to know how to build an income stream from home? I’m going to coach a few serious people to earn weekly checks online. Say “ready” now!
Whatsapp:  +1 (518) 478 6123",0,0,0,0,1470913717034496003,2021-12-15T00:28:53.000Z,292565344,1466492296183099395
1347700823883534341,#crypto Worried about $USDT regulations and depegging? Check out $UST stablecoin that cannot be regulated like $USDT. :) #LUNAtics @terra_money,0,0,4,0,1470913195103588352,2021-12-15T00:26:48.000Z,,1470913195103588352
2190898444,@krakenfx @terra_money About time,0,1,0,0,1470913192448516099,2021-12-15T00:26:47.000Z,1399148563,1470839449596608516
1326366156173824000,@crypto_yj1 @collectxyznft @terra_money @anchor_protocol You can tell how under the radar it is from my level of engagement on this tweet. All good - more prize money for me 🌝💴,0,1,1,0,1470913057647992832,2021-12-15T00:26:15.000Z,1386476097718587395,1470896047862030345
856586839188279297,@Scott_Stuart_ @kava_platform @cosmos You get @terra_money.,0,0,4,0,1470912522010173445,2021-12-15T00:24:08.000Z,889666292118171652,1470866495454388225
1218488238974717953,"@TheRyanLion @collectxyznft @terra_money @anchor_protocol ""xyz holders know what they are holding on too...""
bullish ser fren. bullish af",0,0,1,0,1470912158430945282,2021-12-15T00:22:41.000Z,1326366156173824000,1470896047862030345
1399269894923853833,"12/Community Growth in @solana, @Stacks, and @terra_money also makes me exciting about what is coming next.",0,1,1,0,1470910462003138560,2021-12-15T00:15:56.000Z,1399269894923853833,1470908129525530627
2794440853,@anchor_protocol @terra_money yes everyone vote so I can get my ANC back for @astroport_fi  🙏,0,0,0,0,1470910191021531137,2021-12-15T00:14:52.000Z,1279333728032976896,1470909640116375552
1399269894923853833,"10/That is why all the layer 1 blockchains like @ethereum, @solana, @Stacks, and @terra_money try to attract builders and users to their community since blockchains themselves can’t create value.",0,1,2,0,1470910067340083204,2021-12-15T00:14:22.000Z,1399269894923853833,1470908129525530627
1395380817074040839,"Whitelist minting is live. Get you mutable #NFT in a collaborative galaxy

If you had 5 $LUNA staked on Dec 1st you are on the whitelist and can mint a planet.

@terra_money https://t.co/9pM54qo5ae",2,0,2,0,1470909655635439625,2021-12-15T00:12:44.000Z,,1470909655635439625
1386476097718587395,"@TheRyanLion @collectxyznft @terra_money @anchor_protocol Xyz is so under the radar. Love the concept of actually building value to your nft (xp, planets, resources) while you play to earn. It’ll be interesting to see how this value translates in the nft marketplace.",0,1,4,0,1470909409387819009,2021-12-15T00:11:46.000Z,1326366156173824000,1470896047862030345
869945626225770497,@krakenfx @terra_money What is the withdrawal fee? Can kraken become my go to for my Luna instead of @cryptocom?,0,2,0,0,1470908608472879109,2021-12-15T00:08:35.000Z,1399148563,1470839449596608516
427260617,@krakenfx @terra_money Omg pump to $100?,0,1,0,0,1470908497625698307,2021-12-15T00:08:08.000Z,1399148563,1470839449596608516
1375088045117046785,@FlexaHQ @trspalding @stablekwon @terra_money What can you do for the independent artists and musicians? Love ya!,0,0,0,0,1470907227204734982,2021-12-15T00:03:05.000Z,959183169554735105,1470480978070188037
381194558,@terra_money check out how quickly the circulating supply is dropping https://t.co/IrfZCCwQYk,0,0,0,0,1470906818700345347,2021-12-15T00:01:28.000Z,1022028994772910086,1470906818700345347
1438333191866105858,@krakenfx @terra_money when $people?,0,1,0,0,1470906790707884032,2021-12-15T00:01:21.000Z,1399148563,1470839449596608516
1392802629957427207,Thoughts and prayers.🙏 #REKT $LUNA $UST #LUNAtics @terra_money https://t.co/v5eawYtotL,0,0,0,0,1470906530753040386,2021-12-15T00:00:19.000Z,,1470906530753040386
23204501,@FlexaHQ @trspalding @stablekwon @terra_money How will you incentive usage and compete with credit card rewards?,0,0,0,0,1470906519499591682,2021-12-15T00:00:17.000Z,959183169554735105,1470480978070188037
3179399429,@tix_money @terra_money @DASEZ Lets talk about Shill Promotions 🚀,0,0,0,0,1470906325601239041,2021-12-14T23:59:30.000Z,1441947278076366851,1467073949959954434
928287487172022273,pumped for the $amp x @terra_money chat https://t.co/D2E17Jd0Ur,1,1,12,0,1470906309553758208,2021-12-14T23:59:26.000Z,,1470906309553758208
15932231,"@FlexaHQ @trspalding @stablekwon @terra_money For @stablekwon; with the global rollout of networks like Flexa in the coming years, do you see the potential of a new generation  consumer and business payments products powered by Terra? Could you give us a glimpse of future possibilities?",0,0,7,0,1470905960143237121,2021-12-14T23:58:03.000Z,959183169554735105,1470480978070188037
14974715,@terra_money It's Inevitable... $LUNA to $500,1,2,4,0,1470905847597486081,2021-12-14T23:57:36.000Z,1022028994772910086,1470843465592279044
1008042356245975041,"The 2 easiest, most profitable opportunities in defi are going on right now in the form of the @WhiteWhaleTerra Bootstrap pool and the @astroport_fi Lockdrop. Both on @terra_money 
@mars_protocol lockdrop coming soon after.
You have 0 reason to not get involved in them all 🤷‍♂️",0,0,1,0,1470905694983536641,2021-12-14T23:57:00.000Z,,1470905694983536641
2352113180,@BitLift @NicolasFlamelX @terra_money @readwiseio save thread,0,1,0,0,1470904150837895171,2021-12-14T23:50:52.000Z,269701337,1470833819712307206
3761089872,"@CavettHaynes @jchervinsky @SenToomey @RepMaxineWaters However, the stablecoin world is very diverse. Research algorithmic stablecoins and you will see that some politicians’ belief that they can stop Stablecoins is laughable. Look at @terra_money and @UXDProtocol as examples.",0,1,1,0,1470903576474095621,2021-12-14T23:48:35.000Z,3246362383,1470800611365081093
1332415311333650433,"The weekly emerging (ranked 11-20)
$ANC influencers are:
11 - @terra_money
12 - @DYORCryptoBot
13 - @TerraYoda
14 - @TerraPico_ust
15 - @CryptoDiffer
16 - @TheRyanLion
17 - @TerraLUNADaily
18 - @esatoshiclub
19 - @Crypto_Carlosa
20 - @cy_coleman",0,0,2,0,1470902956467888129,2021-12-14T23:46:07.000Z,,1470902956467888129
1365928664571908096,@THORChain @terra_money and so many more now supported on Cosms-Omnibus. Decentralize your deployments today... https://t.co/HcFVNzBLhU,0,0,2,0,1470902380522708998,2021-12-14T23:43:50.000Z,1012021170244161536,1470902380522708998
1448316483684216833,@sara_amptkn @FlexaHQ @trspalding @stablekwon @terra_money Do you have the link to todays event?,0,0,0,0,1470902296217362434,2021-12-14T23:43:30.000Z,2227938324,1470480978070188037
1236462930897465344,@flipsidecrypto @terra_money I'm a lunatic https://t.co/h2HspK1f9D,0,0,1,0,1470902230349856768,2021-12-14T23:43:14.000Z,925712018937712640,1470887673720188929
1452007604859719681,"Who got their bags pumped! 🤪
@CoinMarketCap @terra_money @avalancheavax https://t.co/FVw1bIxFNV",0,0,0,0,1470902070920155142,2021-12-14T23:42:36.000Z,,1470902070920155142
1207064776343470081,"@FlexaHQ @trspalding @stablekwon @terra_money What swap mechanism is Flexa using to enable payments with BTC? The other layer 1's have obvious choices (Uniswap, Trader Joe's, etc), but the only cross chain option I can think of is Thorchain. Also curious how gas fees might effect the protocol for ETH based payments?",0,0,1,0,1470901250275299334,2021-12-14T23:39:20.000Z,959183169554735105,1470480978070188037
1397606576245063682,"@krakenfx @terra_money Can you please stop wasiting time adding more vaporware and give us the Songbird tokens you have, as they belong to us and you have intentionally waited until the price is worthless.",0,0,0,0,1470900067083210752,2021-12-14T23:34:38.000Z,1399148563,1470839449596608516
240127996,"@FlexaHQ @trspalding @stablekwon @terra_money When will we see the value of amp token go up steadily? And will that increase be based mostly on the utilization of crypto as a payment on Flexa’s network? Or is the value based on the popularity of amp on exchanges? Without pops from news releases, it’s really trending downward",0,0,0,0,1470900023646904320,2021-12-14T23:34:28.000Z,959183169554735105,1470480978070188037
